#Types Before Cut: 11115
#Types After Cut: 9737
#Search Hits: 0
623	5	13.646	ненавидят
624	5	13.646	ноль
625	5	13.646	нём
626	5	13.646	ого
627	5	13.646	одновременнно
628	5	13.646	ок
629	5	13.646	очень-очень
630	5	13.646	пальто
631	5	13.646	парадигма
632	5	13.646	переехать
633	5	13.646	писать
634	5	13.646	платье
635	5	13.646	подписывайтесь
636	5	13.646	подумал
637	5	13.646	поехала
638	5	13.646	получалось
639	5	13.646	понравился
640	5	13.646	посмотрела
641	5	13.646	построили
642	5	13.646	прекрасный
643	5	13.646	проронил
644	5	13.646	прочим
645	5	13.646	прошёл
646	5	13.646	пью
647	5	13.646	пятом
648	5	13.646	расписание
649	5	13.646	ребёнок
650	5	13.646	рентген
651	5	13.646	родителям
652	5	13.646	салют
653	5	13.646	саша
654	5	13.646	своём
655	5	13.646	села
656	5	13.646	сестра
657	5	13.646	сидела
658	5	13.646	сидит
659	5	13.646	скайп
660	5	13.646	снимаешь
661	5	13.646	спросить
662	5	13.646	сходить
663	5	13.646	счёт
664	5	13.646	съела
665	5	13.646	твёрдый
666	5	13.646	театр
667	5	13.646	тину
668	5	13.646	толстовка
669	5	13.646	увидела
670	5	13.646	удобно
671	5	13.646	удовольствие
672	5	13.646	умел
673	5	13.646	уметь
674	5	13.646	умеют
675	5	13.646	учёба
676	5	13.646	фамилия
677	5	13.646	физике
678	5	13.646	физику
679	5	13.646	фильмов
680	5	13.646	фильмы
681	5	13.646	хихи
682	5	13.646	хм
683	5	13.646	хорватии
684	5	13.646	хорошее
685	5	13.646	целую
686	5	13.646	читает
687	5	13.646	читал
688	5	13.646	штука
689	18	13.527	сильно
690	12	13.377	минус
691	12	13.377	спокойно
692	48	13.309	хотя
693	11	13.097	писала
694	11	13.097	тысячи
695	127	13.068	сейчас
696	8	13.006	каком-то
697	8	13.006	купила
698	8	13.006	маленькие
699	8	13.006	ходят
700	35	12.995	этим
701	10	12.901	народ
702	9	12.837	пару
703	14	12.731	вся
704	317	12.665	он
705	16	12.505	совершенно
706	13	12.290	месте
707	13	12.290	море
708	13	12.290	пойти
709	22	12.027	чего
710	15	12.003	семь
711	15	12.003	семьи
712	12	11.873	плане
713	11	11.487	какая
714	11	11.487	утром
715	16	11.447	наш
716	6	11.224	вообще-то
717	6	11.224	всяких
718	6	11.224	думали
719	6	11.224	закончила
720	6	11.224	знаем
721	6	11.224	кто-нибудь
722	6	11.224	мужчина
723	6	11.224	написала
724	6	11.224	немец
725	6	11.224	носили
726	6	11.224	поговорим
727	6	11.224	рассказывать
728	6	11.224	русские
729	6	11.224	свет
730	6	11.224	семью
731	6	11.224	скажу
732	6	11.224	слава
733	6	11.224	страшно
734	6	11.224	судить
735	6	11.224	ушел
736	10	11.147	город
737	15	10.923	точно
738	4	10.917	барашков
739	4	10.917	бассейн
740	4	10.917	беззеркалки
741	4	10.917	белорусским
742	4	10.917	белые
743	4	10.917	братьях
744	4	10.917	буква
745	4	10.917	вай-фай
746	4	10.917	венеру
747	4	10.917	верю
748	4	10.917	веселая
749	4	10.917	витя
750	4	10.917	встретилась
751	4	10.917	всякое
752	4	10.917	всём
753	4	10.917	вышки
754	4	10.917	гитара
755	4	10.917	гитаре
756	4	10.917	гкчп
757	4	10.917	глазами
758	4	10.917	голова
759	4	10.917	голове
760	4	10.917	гриша
761	4	10.917	грусти
762	4	10.917	гуляют
763	4	10.917	девочку
764	4	10.917	девятый
